participant,group,speaker,image1,image2,image3,target,response,correct
C013-LV,LV,S0M,cake,mouse,ring,cake,cake,1
C013-LV,LV,S07,toys,house,kite,house,toys,0
C013-LV,LV,S0M,lid,piers,skirt,piers,lid,0
C013-LV,LV,S0M,boys,road,park,boys,boys,1
C013-LV,LV,S0M,cake,coat,book,book,book,1
C013-LV,LV,S07,cot,ring,paws,ring,ring,1
C013-LV,LV,S06F,foot,ring,house,foot,foot,1
C013-LV,LV,S07,paws,skirt,mouse,mouse,mouse,1
C013-LV,LV,S0M,boys,park,clock,clock,clock,1
C013-LV,LV,S07,bees,cake,cot,cake,cake,1
C013-LV,LV,S08M,ten,mouse,cup,mouse,mouse,1
C013-LV,LV,S0M,cake,park,shirt,shirt,shirt,1
C013-LV,LV,S0M,paws,ring,park,park,paws,0
C013-LV,LV,S07,ball,piers,shirt,ball,ball,1
C013-LV,LV,S06F,cake,coat,book,cake,cake,1
C013-LV,LV,S0M,food,ring,bike,bike,bike,1
C013-LV,LV,S06F,gate,house,lid,lid,house,0
C013-LV,LV,S08M,cup,ten,bears,bears,bears,1
C013-LV,LV,S07,cake,cup,cot,cot,cup,0
C013-LV,LV,S06F,cat,bees,skirt,cat,cat,1
C013-LV,LV,S08M,pears,ten,toys,toys,toys,1
C013-LV,LV,S07,tears,cut,bike,cut,cut,1
C013-LV,LV,S08M,bears,cup,piers,piers,cup,0
C013-LV,LV,S0M,park,pears,clock,pears,pears,1
C013-LV,LV,S0M,kite,park,cat,cat,cat,1
C013-LV,LV,S0M,mouse,ring,toys,toys,toys,1
C013-LV,LV,S07,shirt,road,piers,road,shirt,0
C013-LV,LV,S0M,shark,cut,food,cut,shark,0
C013-LV,LV,S06F,cut,kite,book,book,book,1
C013-LV,LV,S0M,cat,ten,kite,ten,ten,1
C013-LV,LV,S08M,park,tears,cot,cot,tears,0
C013-LV,LV,S07,mouse,tears,skirt,skirt,skirt,1
C013-LV,LV,S08M,coat,gate,mouse,gate,gate,1
C013-LV,LV,S0M,leg,piers,lid,lid,leg,0
C013-LV,LV,S07,hat,ten,bees,hat,hat,1
C013-LV,LV,S07,mouse,clock,leg,leg,leg,1
C013-LV,LV,S06F,cut,suit,teeth,teeth,teeth,1
C013-LV,LV,S07,shirt,coat,piers,shirt,shirt,1
C013-LV,LV,S07,kite,food,coat,food,food,1
C013-LV,LV,S08M,hat,foot,tears,foot,foot,1
C013-LV,LV,S0M,ring,cat,mouse,mouse,mouse,1
C013-LV,LV,S06F,cut,skirt,house,cut,skirt,0
C013-LV,LV,S0M,gate,foot,bears,gate,foot,0
C013-LV,LV,S06F,shirt,park,kite,park,park,1
C013-LV,LV,S0M,boys,mouse,coat,coat,mouse,0
C013-LV,LV,S07,toys,teeth,cot,teeth,teeth,1
C013-LV,LV,S07,cat,leg,park,cat,cat,1
C013-LV,LV,S06F,ring,gate,piers,gate,ring,0
C013-LV,LV,S08M,cake,paws,food,cake,cake,1
C013-LV,LV,S07,clock,foot,hat,clock,clock,1
C013-LV,LV,S06F,cup,skirt,ring,skirt,skirt,1
C013-LV,LV,S06F,cup,clock,coat,cup,cup,1
C013-LV,LV,S0M,pears,coat,ball,ball,ball,1
C013-LV,LV,S0M,kite,piers,ball,kite,kite,1
C013-LV,LV,S07,bears,cup,gate,cup,cup,1
C013-LV,LV,S07,park,toys,shark,park,toys,0
C013-LV,LV,S06F,shirt,ten,bike,bike,bike,1
C013-LV,LV,S07,tears,hat,teeth,tears,teeth,0
C013-LV,LV,S08M,suit,shark,food,food,food,1
C013-LV,LV,S08M,cat,road,food,cat,cat,1
C013-LV,LV,S06F,ball,kite,skirt,ball,ball,1
C013-LV,LV,S06F,ten,cot,coat,cot,cot,1
C013-LV,LV,S07,shark,bears,toys,bears,bears,1
C013-LV,LV,S0M,bees,ball,hat,bees,ball,0
C013-LV,LV,S07,toys,lid,suit,suit,lid,0
C013-LV,LV,S06F,shirt,cut,foot,shirt,cut,0
C013-LV,LV,S0M,cut,skirt,hat,hat,skirt,0
C013-LV,LV,S07,foot,boys,lid,lid,foot,0
C013-LV,LV,S08M,bears,paws,road,paws,paws,1
C013-LV,LV,S08M,bike,ring,piers,ring,ring,1
C013-LV,LV,S0M,book,bike,shark,shark,bike,0
C013-LV,LV,S06F,tears,coat,pears,tears,tears,1
C013-LV,LV,S08M,paws,skirt,road,road,paws,0
C013-LV,LV,S0M,cot,park,foot,cot,cot,1
C013-LV,LV,S06F,gate,food,hat,hat,hat,1
C013-LV,LV,S06F,ten,ring,suit,suit,ten,0
C013-LV,LV,S0M,house,teeth,bike,teeth,teeth,1
C013-LV,LV,S08M,pears,park,boys,park,boys,0
C013-LV,LV,S0M,paws,tears,cut,paws,tears,0
C013-LV,LV,S06F,mouse,shark,kite,shark,shark,1
C013-LV,LV,S07,paws,gate,piers,piers,gate,0
C013-LV,LV,S08M,cut,ten,bees,bees,bees,1
C013-LV,LV,S06F,food,cot,mouse,mouse,mouse,1
C013-LV,LV,S08M,cake,tears,suit,suit,suit,1
C013-LV,LV,S08M,leg,lid,book,lid,leg,0
C013-LV,LV,S0M,ball,gate,road,road,gate,0
C013-LV,LV,S0M,teeth,park,house,house,park,0
C013-LV,LV,S08M,piers,bears,tears,tears,tears,1
C013-LV,LV,S08M,house,shirt,shark,shark,shark,1
C013-LV,LV,S0M,suit,cat,boys,suit,suit,1
C013-LV,LV,S08M,gate,shirt,ball,ball,ball,1
C013-LV,LV,S07,kite,foot,ten,kite,kite,1
C013-LV,LV,S08M,ten,leg,cut,ten,ten,1
C013-LV,LV,S07,coat,shark,mouse,shark,shark,1
C013-LV,LV,S07,kite,foot,boys,boys,boys,1
C013-LV,LV,S06F,ten,cut,kite,kite,cut,0
C013-LV,LV,S06F,toys,cut,ring,toys,toys,1
C013-LV,LV,S06F,food,coat,pears,pears,coat,0
C013-LV,LV,S08M,book,cup,leg,leg,leg,1
C013-LV,LV,S06F,park,house,road,house,park,0
C013-LV,LV,S08M,cup,bike,bees,cup,cup,1
C013-LV,LV,S07,boys,paws,ten,ten,ten,1
C013-LV,LV,S07,ten,house,foot,foot,foot,1
C013-LV,LV,S0M,cat,toys,bears,bears,toys,0
C013-LV,LV,S08M,mouse,bears,clock,clock,clock,1
C013-LV,LV,S0M,tears,bike,toys,tears,tears,1
C013-LV,LV,S07,bike,ten,toys,bike,bike,1
C013-LV,LV,S08M,piers,hat,park,hat,hat,1
C013-LV,LV,S08M,toys,kite,boys,kite,kite,1
C013-LV,LV,S06F,boys,tears,bees,bees,tears,0
C013-LV,LV,S07,lid,food,paws,paws,food,0
C013-LV,LV,S06F,road,book,lid,road,book,0
C013-LV,LV,S07,gate,clock,foot,gate,gate,1
C013-LV,LV,S0M,suit,coat,foot,foot,foot,1
C013-LV,LV,S0M,cut,teeth,ring,ring,ring,1
C013-LV,LV,S08M,park,teeth,house,house,park,0
C013-LV,LV,S0M,house,coat,food,food,food,1
C013-LV,LV,S06F,toys,tears,ring,ring,ring,1
C013-LV,LV,S08M,toys,cat,cut,cut,cat,0
C014-LV,LV,S06F,lid,cut,ten,cut,cut,1
C014-LV,LV,S07,coat,tears,suit,suit,tears,0
C014-LV,LV,S0M,bike,clock,gate,bike,bike,1
C014-LV,LV,S08M,road,bike,pears,pears,pears,1
C014-LV,LV,S07,hat,road,paws,paws,road,0
C014-LV,LV,S06F,tears,park,bees,bees,bees,1
C014-LV,LV,S07,teeth,house,tears,tears,teeth,0
C014-LV,LV,S07,ball,shirt,pears,pears,pears,1
C014-LV,LV,S06F,hat,cup,boys,boys,boys,1
C014-LV,LV,S08M,cup,shirt,hat,shirt,shirt,1
C014-LV,LV,S07,park,clock,house,house,house,1
C014-LV,LV,S06F,skirt,cup,shark,skirt,shark,0
C014-LV,LV,S07,bike,cat,cup,cat,cat,1
C014-LV,LV,S07,cake,ring,cup,ring,ring,1
C014-LV,LV,S06F,bike,clock,cake,clock,clock,1
C014-LV,LV,S08M,bike,lid,hat,bike,bike,1
C014-LV,LV,S07,kite,cake,ball,cake,cake,1
C014-LV,LV,S0M,ring,boys,paws,paws,boys,0
C014-LV,LV,S06F,ten,coat,piers,coat,coat,1
C014-LV,LV,S07,gate,skirt,book,gate,gate,1
C014-LV,LV,S07,ball,paws,skirt,skirt,skirt,1
C014-LV,LV,S08M,piers,cake,food,food,food,1
C014-LV,LV,S0M,teeth,pears,ten,pears,pears,1
C014-LV,LV,S08M,cat,bees,park,park,park,1
C014-LV,LV,S07,bears,shark,ring,bears,bears,1
C014-LV,LV,S0M,leg,clock,cake,clock,clock,1
C014-LV,LV,S0M,shark,bears,coat,bears,bears,1
C014-LV,LV,S0M,tears,cup,cat,tears,tears,1
C014-LV,LV,S07,leg,cut,bike,leg,leg,1
C014-LV,LV,S0M,food,ball,teeth,food,food,1
C014-LV,LV,S06F,cot,toys,ten,cot,cot,1
C014-LV,LV,S08M,clock,toys,piers,clock,clock,1
C014-LV,LV,S06F,kite,ten,teeth,kite,kite,1
C014-LV,LV,S08M,toys,clock,piers,toys,toys,1
C014-LV,LV,S06F,cake,bees,road,road,road,1
C014-LV,LV,S06F,coat,shark,bike,bike,coat,0
C014-LV,LV,S08M,foot,book,bees,foot,foot,1
C014-LV,LV,S0M,toys,pears,piers,toys,toys,1
C014-LV,LV,S06F,ten,mouse,ball,ten,ten,1
C014-LV,LV,S07,gate,pears,kite,kite,kite,1
C014-LV,LV,S08M,leg,cot,ten,cot,cot,1
C014-LV,LV,S06F,ball,ring,ten,ball,ball,1
C014-LV,LV,S06F,ring,ball,food,food,food,1
C014-LV,LV,S08M,skirt,tears,suit,suit,skirt,0
C014-LV,LV,S07,bike,teeth,hat,hat,hat,1
C014-LV,LV,S06F,kite,paws,ten,paws,paws,1
C014-LV,LV,S0M,kite,house,foot,house,house,1
C014-LV,LV,S07,boys,cake,bees,bees,bees,1
C014-LV,LV,S07,road,clock,lid,lid,road,0
C014-LV,LV,S08M,park,paws,ring,paws,ring,0
C014-LV,LV,S07,boys,mouse,bike,mouse,mouse,1
C014-LV,LV,S06F,shark,paws,hat,shark,shark,1
C014-LV,LV,S06F,pears,shirt,suit,shirt,shirt,1
C014-LV,LV,S08M,suit,ring,lid,ring,suit,0
C014-LV,LV,S06F,mouse,cut,suit,mouse,mouse,1
C014-LV,LV,S08M,food,tears,toys,tears,tears,1
C014-LV,LV,S08M,teeth,foot,cup,cup,cup,1
C014-LV,LV,S08M,clock,ten,teeth,teeth,teeth,1
C014-LV,LV,S08M,cut,paws,ring,cut,cut,1
C014-LV,LV,S07,skirt,ten,lid,ten,ten,1
C014-LV,LV,S08M,leg,piers,cot,leg,leg,1
C014-LV,LV,S07,park,cake,bike,park,park,1
C014-LV,LV,S0M,coat,shark,food,coat,coat,1
C014-LV,LV,S06F,paws,park,ten,park,park,1
C014-LV,LV,S07,cup,coat,boys,cup,cup,1
C014-LV,LV,S0M,toys,teeth,coat,teeth,teeth,1
C014-LV,LV,S0M,lid,piers,skirt,piers,piers,1
C014-LV,LV,S06F,suit,kite,book,book,book,1
C014-LV,LV,S06F,tears,kite,foot,tears,tears,1
C014-LV,LV,S0M,pears,road,cake,road,road,1
C014-LV,LV,S06F,hat,bears,suit,suit,suit,1
C014-LV,LV,S06F,lid,cot,cake,lid,lid,1
C014-LV,LV,S08M,mouse,bears,food,bears,bears,1
C014-LV,LV,S06F,foot,cat,skirt,cat,cat,1
C014-LV,LV,S06F,boys,ball,teeth,teeth,teeth,1
C014-LV,LV,S06F,cat,hat,gate,hat,hat,1
C014-LV,LV,S08M,bike,park,hat,hat,hat,1
C014-LV,LV,S08M,hat,house,bees,bees,bees,1
C014-LV,LV,S08M,suit,ball,pears,ball,ball,1
C014-LV,LV,S0M,cat,toys,kite,kite,kite,1
C014-LV,LV,S0M,ring,food,ten,ten,ten,1
C014-LV,LV,S0M,ball,clock,book,ball,ball,1
C014-LV,LV,S0M,cot,hat,park,cot,cot,1
C014-LV,LV,S07,shark,cut,coat,shark,shark,1
C014-LV,LV,S06F,toys,hat,teeth,toys,toys,1
C014-LV,LV,S07,road,house,piers,road,piers,0
C014-LV,LV,S06F,hat,food,gate,gate,gate,1
C014-LV,LV,S06F,road,shirt,piers,piers,piers,1
C014-LV,LV,S08M,pears,shirt,gate,gate,shirt,0
C014-LV,LV,S08M,bees,boys,book,book,book,1
C014-LV,LV,S0M,cake,shark,bees,shark,shark,1
C014-LV,LV,S07,mouse,cut,cot,cot,cut,0
C014-LV,LV,S08M,hat,mouse,cot,mouse,mouse,1
C014-LV,LV,S07,coat,shirt,ten,coat,coat,1
C014-LV,LV,S08M,tears,book,road,road,road,1
C014-LV,LV,S07,ball,cut,piers,ball,ball,1
C014-LV,LV,S06F,house,hat,ball,house,house,1
C014-LV,LV,S0M,book,mouse,gate,mouse,mouse,1
C014-LV,LV,S07,cut,food,cup,food,food,1
C014-LV,LV,S06F,leg,suit,cot,leg,leg,1
C014-LV,LV,S0M,hat,pears,teeth,hat,hat,1
C014-LV,LV,S08M,ten,bike,suit,ten,ten,1
C014-LV,LV,S08M,house,park,skirt,house,house,1
C014-LV,LV,S0M,ring,cat,hat,cat,cat,1
C014-LV,LV,S07,piers,bike,coat,bike,coat,0
C014-LV,LV,S06F,foot,cup,ring,cup,cup,1
C014-LV,LV,S0M,park,road,bike,park,bike,0
C014-LV,LV,S0M,boys,teeth,bees,boys,boys,1
C014-LV,LV,S0M,clock,food,cut,cut,cut,1
C014-LV,LV,S06F,foot,bike,food,foot,food,0
C014-LV,LV,S0M,cat,skirt,book,book,book,1
C014-LV,LV,S08M,kite,teeth,shark,shark,shark,1
C014-LV,LV,S06F,cot,ring,bike,ring,cot,0
C014-LV,LV,S08M,boys,ten,pears,boys,boys,1
C014-LV,LV,S0M,ring,gate,hat,ring,ring,1
C014-LV,LV,S07,mouse,house,teeth,teeth,teeth,1
C014-LV,LV,S0M,gate,shark,cut,gate,gate,1
C014-LV,LV,S07,foot,house,food,foot,food,0
C014-LV,LV,S08M,bears,cake,clock,cake,cake,1
C014-LV,LV,S0M,clock,foot,teeth,foot,foot,1
C014-LV,LV,S0M,shirt,bees,cake,cake,cake,1
C014-LV,LV,S08M,road,bike,skirt,skirt,skirt,1
C014-LV,LV,S0M,kite,house,leg,leg,leg,1
C014-LV,LV,S07,gate,road,toys,toys,toys,1
C014-LV,LV,S07,kite,boys,gate,boys,boys,1
C014-LV,LV,S08M,cup,shark,cat,cat,cup,0
C014-LV,LV,S0M,house,suit,foot,suit,suit,1
C014-LV,LV,S0M,bees,mouse,teeth,bees,bees,1
C014-LV,LV,S07,paws,piers,leg,piers,piers,1
C014-LV,LV,S0M,cup,mouse,lid,cup,cup,1
C014-LV,LV,S08M,piers,shirt,road,piers,piers,1
C014-LV,LV,S07,cut,ball,shirt,shirt,shirt,1
C014-LV,LV,S07,book,piers,cut,cut,cut,1
C014-LV,LV,S08M,coat,shirt,toys,coat,coat,1
C014-LV,LV,S06F,foot,lid,bears,bears,lid,0
C014-LV,LV,S0M,piers,lid,mouse,lid,lid,1
C014-LV,LV,S0M,shirt,leg,clock,shirt,shirt,1
C014-LV,LV,S07,clock,cut,skirt,clock,clock,1
C014-LV,LV,S07,hat,skirt,book,book,book,1
C014-LV,LV,S06F,clock,shirt,pears,pears,pears,1
C014-LV,LV,S0M,paws,cake,skirt,skirt,skirt,1
C014-LV,LV,S06F,food,cut,cake,cake,cake,1
C014-LV,LV,S08M,kite,cot,bears,kite,kite,1
C014-LV,LV,S08M,bears,ring,lid,lid,lid,1
C015-LV,LV,S0M,bears,book,shirt,bears,bears,1
C015-LV,LV,S0M,gate,ball,leg,gate,gate,1
C015-LV,LV,S08M,bike,lid,hat,bike,bike,1
C015-LV,LV,S08M,skirt,cake,boys,boys,boys,1
C015-LV,LV,S07,paws,cup,clock,clock,clock,1
C015-LV,LV,S0M,boys,cut,shark,cut,cut,1
C015-LV,LV,S07,suit,leg,teeth,leg,leg,1
C015-LV,LV,S07,suit,pears,ring,ring,ring,1
C015-LV,LV,S0M,gate,cat,tears,tears,tears,1
C015-LV,LV,S07,paws,kite,suit,suit,suit,1
C015-LV,LV,S06F,bees,leg,foot,leg,leg,1
C015-LV,LV,S07,ten,kite,teeth,teeth,teeth,1
C015-LV,LV,S0M,suit,ball,park,park,park,1
C015-LV,LV,S0M,cup,skirt,foot,cup,cup,1
C015-LV,LV,S07,bears,cat,cake,cake,cake,1
C015-LV,LV,S08M,ball,gate,toys,ball,ball,1
C015-LV,LV,S08M,cup,ring,cake,ring,ring,1
C015-LV,LV,S06F,book,bees,foot,book,book,1
C015-LV,LV,S08M,boys,gate,cot,cot,cot,1
C015-LV,LV,S0M,cup,paws,shark,paws,paws,1
C015-LV,LV,S06F,ring,shirt,park,shirt,shirt,1
C015-LV,LV,S0M,teeth,foot,cot,cot,cot,1
C015-LV,LV,S08M,pears,cat,cup,cat,cat,1
C015-LV,LV,S06F,boys,tears,cup,cup,cup,1
C015-LV,LV,S0M,bears,clock,bike,bike,bike,1
C015-LV,LV,S06F,house,clock,cake,clock,clock,1
C015-LV,LV,S06F,ring,hat,ten,ten,ten,1
C015-LV,LV,S0M,bike,leg,bees,bees,bees,1
C015-LV,LV,S08M,piers,road,pears,road,road,1
C015-LV,LV,S07,coat,ten,boys,ten,ten,1
C015-LV,LV,S07,cot,kite,tears,kite,kite,1
C015-LV,LV,S06F,lid,ten,leg,lid,lid,1
C015-LV,LV,S0M,lid,toys,house,lid,lid,1
C015-LV,LV,S08M,bears,ring,kite,bears,bears,1
C015-LV,LV,S07,pears,ring,bike,bike,bike,1
C015-LV,LV,S07,paws,piers,hat,paws,paws,1
C015-LV,LV,S0M,foot,cat,ring,foot,foot,1
C015-LV,LV,S06F,leg,suit,piers,piers,piers,1
C015-LV,LV,S08M,foot,bees,tears,bees,bees,1
C015-LV,LV,S07,skirt,food,house,food,food,1
C015-LV,LV,S08M,paws,cut,ball,cut,cut,1
C015-LV,LV,S07,bears,park,boys,park,park,1
C015-LV,LV,S06F,bears,ball,skirt,skirt,skirt,1
C015-LV,LV,S08M,skirt,kite,gate,skirt,skirt,1
C015-LV,LV,S08M,park,food,piers,food,food,1
C015-LV,LV,S08M,tears,cat,ball,tears,tears,1
C015-LV,LV,S06F,hat,suit,boys,hat,hat,1
C015-LV,LV,S0M,ball,cot,boys,boys,boys,1
C015-LV,LV,S0M,hat,ten,kite,kite,kite,1
C015-LV,LV,S0M,kite,boys,piers,piers,piers,1
C015-LV,LV,S07,gate,coat,lid,lid,lid,1
C015-LV,LV,S06F,park,house,ring,park,park,1
C015-LV,LV,S07,boys,foot,clock,boys,boys,1
C015-LV,LV,S08M,cake,park,toys,toys,toys,1
C015-LV,LV,S06F,cake,cut,gate,cake,cake,1
C015-LV,LV,S07,cut,shirt,suit,cut,cut,1
C015-LV,LV,S06F,cot,tears,cat,cat,cat,1
C015-LV,LV,S08M,gate,cake,shirt,cake,cake,1
C015-LV,LV,S0M,toys,suit,mouse,mouse,mouse,1
C015-LV,LV,S08M,cup,pears,bears,pears,bears,0
C015-LV,LV,S08M,pears,food,suit,suit,suit,1
C015-LV,LV,S06F,lid,coat,bears,coat,coat,1
C015-LV,LV,S0M,ring,cat,ball,ball,ball,1
C015-LV,LV,S07,mouse,ten,toys,mouse,mouse,1
C015-LV,LV,S08M,shirt,kite,park,shirt,shirt,1
C015-LV,LV,S08M,cut,foot,shark,foot,foot,1
C015-LV,LV,S06F,road,bees,bears,bears,bees,0
C015-LV,LV,S0M,skirt,teeth,park,skirt,skirt,1
C015-LV,LV,S06F,paws,tears,lid,tears,tears,1
C015-LV,LV,S0M,teeth,hat,mouse,teeth,teeth,1
C015-LV,LV,S0M,clock,cat,ten,clock,clock,1
C015-LV,LV,S08M,ring,road,teeth,teeth,teeth,1
C015-LV,LV,S07,bike,ball,toys,toys,toys,1
C015-LV,LV,S07,cat,ball,pears,cat,cat,1
C015-LV,LV,S07,cat,bees,road,road,road,1
C015-LV,LV,S08M,shark,cup,leg,cup,cup,1
C015-LV,LV,S06F,boys,house,ring,house,house,1
C015-LV,LV,S08M,coat,mouse,bees,coat,coat,1
C015-LV,LV,S07,shark,suit,paws,shark,shark,1
C015-LV,LV,S06F,shirt,cot,bears,cot,cot,1
C015-LV,LV,S06F,ring,bees,bike,ring,ring,1
C015-LV,LV,S0M,shark,suit,paws,suit,suit,1
C015-LV,LV,S07,shirt,cot,piers,cot,cot,1
C015-LV,LV,S07,piers,foot,cup,foot,foot,1
C015-LV,LV,S08M,piers,bike,cup,piers,piers,1
C015-LV,LV,S08M,bees,house,tears,house,house,1
C015-LV,LV,S0M,ball,paws,cat,cat,cat,1
C015-LV,LV,S06F,ring,suit,gate,suit,suit,1
C015-LV,LV,S07,ball,hat,gate,gate,gate,1
C015-LV,LV,S07,bees,book,piers,book,book,1
C015-LV,LV,S08M,cat,park,cut,park,park,1
C015-LV,LV,S06F,piers,road,cup,road,road,1
C015-LV,LV,S0M,skirt,ring,food,food,food,1
C015-LV,LV,S06F,shark,pears,gate,pears,pears,1
C015-LV,LV,S06F,boys,teeth,hat,boys,boys,1
C015-LV,LV,S0M,house,pears,bike,house,house,1
C015-LV,LV,S0M,pears,cat,bike,pears,pears,1
C015-LV,LV,S07,skirt,paws,coat,skirt,coat,0
C015-LV,LV,S0M,toys,pears,suit,toys,toys,1
C015-LV,LV,S07,pears,coat,skirt,coat,coat,1
C015-LV,LV,S0M,house,piers,cake,cake,cake,1
C015-LV,LV,S0M,ball,hat,leg,leg,leg,1
C015-LV,LV,S07,hat,teeth,house,hat,hat,1
C015-LV,LV,S06F,gate,bees,cup,bees,bees,1
C015-LV,LV,S06F,bike,cup,bears,bike,bike,1
C015-LV,LV,S0M,ring,shark,cut,ring,ring,1
C015-LV,LV,S0M,road,bears,coat,coat,coat,1
C015-LV,LV,S07,house,piers,book,piers,piers,1
C015-LV,LV,S08M,clock,mouse,ten,ten,ten,1
C015-LV,LV,S07,pears,ring,cot,pears,pears,1
C015-LV,LV,S0M,bears,hat,cut,hat,hat,1
C015-LV,LV,S0M,ball,hat,shirt,shirt,shirt,1
C015-LV,LV,S08M,gate,cut,paws,paws,paws,1
C015-LV,LV,S06F,park,ball,shirt,ball,ball,1
C015-LV,LV,S0M,skirt,book,coat,book,book,1
C015-LV,LV,S06F,gate,teeth,shirt,teeth,teeth,1
C015-LV,LV,S07,house,suit,piers,house,house,1
C015-LV,LV,S08M,kite,cat,cot,kite,cat,0
C015-LV,LV,S07,tears,book,cat,tears,tears,1
C015-LV,LV,S06F,ball,foot,gate,gate,gate,1
C015-LV,LV,S08M,piers,cake,lid,lid,lid,1
C015-LV,LV,S08M,cut,hat,coat,hat,hat,1
C015-LV,LV,S0M,bears,gate,ten,ten,ten,1
C015-LV,LV,S07,book,suit,bears,bears,bears,1
C015-LV,LV,S08M,cut,gate,foot,gate,gate,1
C015-LV,LV,S0M,road,park,coat,road,road,1
C015-LV,LV,S06F,cut,toys,bike,cut,cut,1
C015-LV,LV,S06F,tears,food,cup,food,food,1
C015-LV,LV,S08M,cat,leg,cot,leg,leg,1
C015-LV,LV,S07,cup,cat,boys,cup,cup,1
C015-LV,LV,S08M,shark,road,cup,shark,shark,1
C015-LV,LV,S06F,paws,suit,kite,kite,kite,1
C015-LV,LV,S0M,shark,cat,piers,shark,shark,1
C015-LV,LV,S07,ball,hat,bike,ball,ball,1
C015-LV,LV,S06F,skirt,mouse,shirt,mouse,mouse,1
C015-LV,LV,S07,shirt,clock,teeth,shirt,shirt,1
C015-LV,LV,S06F,foot,piers,suit,foot,foot,1
C015-LV,LV,S07,skirt,clock,bees,bees,bees,1
C015-LV,LV,S08M,clock,bees,shirt,clock,clock,1
C015-LV,LV,S06F,coat,paws,suit,paws,paws,1
C015-LV,LV,S06F,park,toys,bike,toys,toys,1
C015-LV,LV,S06F,shirt,book,shark,shark,shark,1
C015-LV,LV,S08M,gate,mouse,cot,mouse,mouse,1
C015-LV,LV,S08M,suit,book,ten,book,book,1
C016-LV,LV,S06F,hat,piers,cup,cup,cup,1
C016-LV,LV,S07,shirt,leg,piers,leg,leg,1
C016-LV,LV,S08M,cup,book,gate,book,book,1
C016-LV,LV,S08M,tears,shark,shirt,shirt,shirt,1
C016-LV,LV,S0M,ten,cat,skirt,skirt,skirt,1
C016-LV,LV,S07,shark,cup,piers,shark,shark,1
C016-LV,LV,S08M,foot,gate,boys,gate,gate,1
C016-LV,LV,S07,shirt,ball,foot,ball,ball,1
C016-LV,LV,S06F,park,paws,cup,paws,paws,1
C016-LV,LV,S0M,foot,paws,bike,paws,bike,0
C016-LV,LV,S0M,mouse,coat,house,house,house,1
C016-LV,LV,S07,cup,kite,bears,bears,bears,1
C016-LV,LV,S0M,piers,foot,bears,bears,piers,0
C016-LV,LV,S06F,park,lid,pears,lid,lid,1
C016-LV,LV,S06F,piers,cat,cut,cat,cut,0
C016-LV,LV,S06F,book,skirt,boys,skirt,skirt,1
C016-LV,LV,S08M,house,gate,kite,kite,kite,1
C016-LV,LV,S0M,gate,ten,teeth,ten,ten,1
C016-LV,LV,S0M,cot,shirt,park,cot,cot,1
C016-LV,LV,S08M,boys,book,shark,shark,shark,1
C016-LV,LV,S0M,bears,leg,cat,leg,leg,1
C016-LV,LV,S0M,cut,mouse,book,book,book,1
C016-LV,LV,S06F,hat,toys,house,house,house,1
C016-LV,LV,S0M,cup,bees,hat,cup,cup,1
C016-LV,LV,S07,tears,paws,skirt,skirt,skirt,1
C016-LV,LV,S06F,toys,mouse,foot,foot,foot,1
C016-LV,LV,S07,food,house,park,park,park,1
C016-LV,LV,S0M,suit,ten,bike,suit,bike,0
C016-LV,LV,S0M,shirt,suit,cup,shirt,suit,0
C016-LV,LV,S08M,teeth,shark,ten,ten,ten,1
C016-LV,LV,S06F,toys,suit,cup,suit,suit,1
C016-LV,LV,S08M,leg,house,boys,house,house,1
C016-LV,LV,S06F,ten,bike,food,bike,bike,1
C016-LV,LV,S06F,paws,book,mouse,mouse,mouse,1
C016-LV,LV,S07,suit,teeth,gate,gate,gate,1
C016-LV,LV,S07,cake,teeth,suit,cake,cake,1
C016-LV,LV,S06F,coat,cut,clock,cut,cut,1
C016-LV,LV,S08M,ball,skirt,kite,ball,ball,1
C016-LV,LV,S08M,cat,lid,cup,cat,cat,1
C016-LV,LV,S07,ball,house,tears,house,house,1
C016-LV,LV,S07,lid,bears,clock,clock,clock,1
C016-LV,LV,S06F,skirt,kite,road,kite,kite,1
C016-LV,LV,S07,ten,shirt,lid,shirt,shirt,1
C016-LV,LV,S06F,toys,coat,skirt,toys,toys,1
C016-LV,LV,S08M,road,toys,ring,road,road,1
C016-LV,LV,S08M,pears,foot,house,foot,foot,1
C016-LV,LV,S07,suit,park,clock,suit,suit,1
C016-LV,LV,S08M,house,bike,kite,bike,bike,1
C016-LV,LV,S06F,toys,mouse,book,book,book,1
C016-LV,LV,S06F,tears,coat,suit,coat,tears,0
C016-LV,LV,S08M,cut,road,cot,cut,cut,1
C016-LV,LV,S06F,clock,piers,skirt,piers,piers,1
C016-LV,LV,S07,ten,piers,cup,piers,piers,1
C016-LV,LV,S0M,clock,toys,piers,toys,toys,1
C016-LV,LV,S0M,cot,leg,bike,bike,bike,1
C016-LV,LV,S06F,toys,foot,shark,shark,shark,1
C016-LV,LV,S07,book,road,bike,bike,bike,1
C016-LV,LV,S08M,cot,paws,foot,paws,paws,1
C016-LV,LV,S06F,cake,foot,road,road,road,1
C016-LV,LV,S06F,bees,clock,foot,clock,clock,1
C016-LV,LV,S0M,coat,foot,mouse,coat,coat,1
C016-LV,LV,S07,road,bike,teeth,teeth,teeth,1
C016-LV,LV,S07,cot,bees,bears,bees,bees,1
C016-LV,LV,S07,food,coat,pears,coat,coat,1
