participant,group,speaker,image1,image2,image3,target,response,correct
C013-HV,HV,S07,paws,bears,road,bears,bears,1
C013-HV,HV,S0M,cut,pears,hat,pears,pears,1
C013-HV,HV,S06F,paws,boys,clock,clock,clock,1
C014-HV,HV,S08M,food,cot,teeth,cot,cot,1
C014-HV,HV,S06F,cake,cat,paws,paws,paws,1
C014-HV,HV,S07,kite,bees,tears,bees,bees,1
C014-HV,HV,S08M,park,clock,book,park,park,1
C014-HV,HV,S06F,cake,book,house,cake,cake,1
C014-HV,HV,S06F,foot,bike,suit,bike,bike,1
C014-HV,HV,S07,cat,pears,cup,cup,cup,1
C014-HV,HV,S07,house,foot,toys,toys,toys,1
C014-HV,HV,S0M,bees,house,bike,house,house,1
C014-HV,HV,S08M,road,mouse,cake,cake,cake,1
C014-HV,HV,S07,book,mouse,road,mouse,mouse,1
C014-HV,HV,S07,cake,hat,book,book,book,1
C014-HV,HV,S06F,cut,shark,road,road,road,1
C014-HV,HV,S08M,bike,skirt,tears,skirt,skirt,1
C014-HV,HV,S06F,teeth,foot,ten,ten,ten,1
C014-HV,HV,S07,piers,cot,shirt,shirt,shirt,1
C014-HV,HV,S0M,ten,cut,teeth,ten,ten,1
C014-HV,HV,S0M,paws,leg,cut,leg,leg,1
C014-HV,HV,S07,ball,coat,kite,kite,kite,1
C014-HV,HV,S08M,ring,food,cot,food,food,1
C014-HV,HV,S07,clock,park,teeth,teeth,teeth,1
C014-HV,HV,S0M,house,cut,park,cut,cut,1
C014-HV,HV,S07,cut,shirt,coat,cut,cut,1
C014-HV,HV,S0M,shirt,cot,shark,shirt,shirt,1
C014-HV,HV,S08M,mouse,bees,suit,mouse,mouse,1
C014-HV,HV,S07,shark,ten,park,ten,ten,1
C014-HV,HV,S06F,ring,road,clock,clock,clock,1
C014-HV,HV,S06F,suit,cot,cut,cot,cut,0
C014-HV,HV,S06F,foot,park,shark,park,shark,0
C014-HV,HV,S0M,hat,bears,lid,lid,lid,1
C014-HV,HV,S06F,hat,shirt,lid,shirt,shirt,1
C014-HV,HV,S06F,paws,ring,cut,cut,cut,1
C014-HV,HV,S08M,lid,piers,mouse,lid,lid,1
C014-HV,HV,S0M,gate,pears,mouse,mouse,mouse,1
C014-HV,HV,S0M,foot,cot,suit,suit,suit,1
C014-HV,HV,S0M,park,clock,cat,cat,park,0
C014-HV,HV,S06F,ball,pears,cake,pears,pears,1
C014-HV,HV,S0M,tears,ten,boys,boys,boys,1
C014-HV,HV,S07,cat,lid,foot,lid,foot,0
C014-HV,HV,S08M,lid,cake,paws,paws,paws,1
C014-HV,HV,S07,kite,cat,ten,cat,cat,1
C014-HV,HV,S08M,toys,cat,book,book,book,1
C014-HV,HV,S08M,cot,cat,food,cat,cat,1
C014-HV,HV,S0M,cake,ball,kite,ball,ball,1
C014-HV,HV,S06F,piers,tears,teeth,tears,tears,1
C014-HV,HV,S08M,teeth,foot,boys,foot,foot,1
C014-HV,HV,S0M,cut,bees,paws,paws,paws,1
C014-HV,HV,S06F,clock,teeth,piers,teeth,teeth,1
C014-HV,HV,S08M,pears,cut,toys,cut,cut,1
C014-HV,HV,S06F,cup,pears,house,cup,cup,1
C014-HV,HV,S06F,kite,ball,cake,kite,kite,1
C014-HV,HV,S08M,shirt,kite,bears,shirt,shirt,1
C014-HV,HV,S07,gate,book,bears,gate,gate,1
C014-HV,HV,S06F,food,kite,mouse,food,food,1
C014-HV,HV,S07,ring,cup,cot,ring,ring,1
C014-HV,HV,S06F,boys,hat,skirt,boys,boys,1
C014-HV,HV,S0M,tears,mouse,boys,tears,tears,1
C014-HV,HV,S07,bike,boys,foot,bike,bike,1
C014-HV,HV,S0M,shark,gate,skirt,gate,gate,1
C014-HV,HV,S07,lid,hat,foot,hat,hat,1
C014-HV,HV,S0M,coat,house,bears,coat,coat,1
C014-HV,HV,S08M,ring,shirt,tears,ring,ring,1
C014-HV,HV,S08M,boys,tears,food,boys,boys,1
C014-HV,HV,S0M,cup,cut,cot,cot,cup,0
C014-HV,HV,S08M,cake,paws,suit,suit,suit,1
C014-HV,HV,S0M,ten,clock,hat,clock,clock,1
C014-HV,HV,S0M,bears,clock,foot,bears,bears,1
C014-HV,HV,S08M,toys,house,gate,gate,gate,1
C014-HV,HV,S07,food,mouse,bears,bears,bears,1
C014-HV,HV,S06F,mouse,cat,book,book,book,1
C014-HV,HV,S08M,leg,suit,kite,leg,leg,1
C014-HV,HV,S0M,house,boys,ring,ring,ring,1
C014-HV,HV,S06F,cup,tears,suit,suit,suit,1
C014-HV,HV,S06F,foot,mouse,cut,mouse,mouse,1
C014-HV,HV,S07,cake,shirt,coat,cake,cake,1
C014-HV,HV,S07,piers,kite,bike,piers,piers,1
C014-HV,HV,S0M,foot,suit,cake,cake,cake,1
C014-HV,HV,S0M,hat,park,road,road,road,1
C014-HV,HV,S06F,piers,bears,tears,bears,bears,1
C014-HV,HV,S0M,ball,toys,kite,toys,toys,1
C014-HV,HV,S07,ball,book,road,ball,ball,1
C014-HV,HV,S06F,kite,tears,lid,lid,lid,1
C014-HV,HV,S06F,shark,coat,tears,shark,shark,1
C014-HV,HV,S0M,paws,shark,ten,shark,shark,1
C014-HV,HV,S06F,skirt,shirt,lid,skirt,skirt,1
C014-HV,HV,S06F,ring,house,book,ring,ring,1
C014-HV,HV,S07,tears,leg,paws,leg,leg,1
C014-HV,HV,S06F,leg,ball,gate,gate,gate,1
C014-HV,HV,S08M,cup,ball,road,ball,ball,1
C014-HV,HV,S06F,foot,mouse,shirt,foot,foot,1
C014-HV,HV,S07,park,coat,hat,park,park,1
C014-HV,HV,S06F,park,clock,house,house,house,1
C014-HV,HV,S0M,suit,park,kite,kite,kite,1
C014-HV,HV,S08M,paws,gate,coat,coat,coat,1
C014-HV,HV,S08M,hat,bees,shark,hat,hat,1
C014-HV,HV,S06F,clock,coat,leg,coat,coat,1
C014-HV,HV,S0M,skirt,clock,bears,skirt,skirt,1
C014-HV,HV,S08M,road,bears,boys,bears,bears,1
C014-HV,HV,S08M,shark,food,ball,shark,shark,1
C014-HV,HV,S07,book,tears,paws,paws,tears,0
C014-HV,HV,S06F,pears,ball,tears,ball,ball,1
C014-HV,HV,S07,suit,food,book,suit,suit,1
C014-HV,HV,S0M,book,ball,ten,book,book,1
C014-HV,HV,S0M,suit,pears,bears,pears,pears,1
C014-HV,HV,S08M,mouse,toys,shirt,toys,toys,1
C014-HV,HV,S0M,teeth,bees,toys,bees,bees,1
C014-HV,HV,S07,foot,boys,ring,foot,foot,1
C014-HV,HV,S08M,bees,pears,house,pears,bees,0
C014-HV,HV,S0M,cup,park,ring,park,park,1
C014-HV,HV,S08M,cake,cup,house,cup,cup,1
C014-HV,HV,S0M,paws,foot,bike,foot,foot,1
C014-HV,HV,S0M,park,food,mouse,food,food,1
C014-HV,HV,S0M,book,pears,piers,piers,pears,0
C014-HV,HV,S07,road,teeth,boys,boys,boys,1
C014-HV,HV,S0M,mouse,bike,cat,bike,bike,1
C014-HV,HV,S07,boys,mouse,coat,coat,coat,1
C014-HV,HV,S08M,piers,leg,shirt,piers,piers,1
C014-HV,HV,S0M,cake,suit,hat,hat,suit,0
C014-HV,HV,S06F,piers,boys,cat,cat,cat,1
C014-HV,HV,S07,bears,skirt,cup,skirt,skirt,1
C014-HV,HV,S08M,road,ring,house,house,house,1
C014-HV,HV,S06F,kite,toys,ten,toys,toys,1
C014-HV,HV,S08M,tears,piers,clock,clock,clock,1
C014-HV,HV,S08M,kite,ring,pears,kite,kite,1
C014-HV,HV,S06F,foot,hat,shirt,hat,hat,1
C014-HV,HV,S07,tears,ten,mouse,tears,tears,1
C014-HV,HV,S07,cot,skirt,gate,cot,cot,1
C014-HV,HV,S0M,book,teeth,leg,teeth,teeth,1
C014-HV,HV,S08M,bike,clock,cake,bike,bike,1
C014-HV,HV,S07,bike,house,ring,house,house,1
C014-HV,HV,S08M,lid,tears,boys,tears,tears,1
C014-HV,HV,S07,food,boys,teeth,food,food,1
C014-HV,HV,S07,coat,shark,leg,shark,shark,1
C014-HV,HV,S08M,teeth,cup,road,teeth,teeth,1
C014-HV,HV,S06F,piers,tears,pears,piers,pears,0
C014-HV,HV,S08M,gate,road,cup,road,road,1
C014-HV,HV,S0M,book,mouse,cup,cup,cup,1
C014-HV,HV,S08M,suit,ten,hat,ten,ten,1
C014-HV,HV,S07,house,clock,cake,clock,clock,1
C014-HV,HV,S06F,bees,boys,park,bees,bees,1
C014-HV,HV,S06F,cat,leg,tears,leg,leg,1
C014-HV,HV,S08M,cup,bees,ball,bees,bees,1
C014-HV,HV,S07,bees,lid,road,road,road,1
C014-HV,HV,S07,clock,book,pears,pears,pears,1
C015-HV,HV,S06F,cot,boys,shark,boys,boys,1
C015-HV,HV,S07,paws,road,shark,paws,paws,1
C015-HV,HV,S0M,book,toys,clock,clock,clock,1
C015-HV,HV,S08M,bears,house,shark,house,house,1
C015-HV,HV,S08M,ten,lid,teeth,ten,ten,1
C015-HV,HV,S06F,clock,ten,cot,ten,ten,1
C015-HV,HV,S07,foot,gate,bears,bears,gate,0
C015-HV,HV,S0M,lid,kite,cat,cat,cat,1
C015-HV,HV,S06F,bike,leg,cut,cut,cut,1
C015-HV,HV,S0M,house,cake,piers,piers,piers,1
C015-HV,HV,S08M,boys,gate,shark,gate,gate,1
C015-HV,HV,S0M,shark,bees,ball,shark,shark,1
C015-HV,HV,S07,park,cup,kite,kite,kite,1
C015-HV,HV,S06F,cot,ball,cake,ball,ball,1
C015-HV,HV,S08M,pears,skirt,lid,skirt,skirt,1
C015-HV,HV,S06F,cat,bike,bees,cat,cat,1
C015-HV,HV,S08M,leg,park,cat,leg,leg,1
C015-HV,HV,S06F,toys,shirt,food,toys,toys,1
C015-HV,HV,S0M,cup,skirt,tears,tears,tears,1
C015-HV,HV,S06F,cup,road,mouse,cup,cup,1
C015-HV,HV,S07,park,cut,ball,cut,cut,1
C015-HV,HV,S08M,park,road,house,park,park,1
C015-HV,HV,S0M,suit,ten,ring,suit,suit,1
C015-HV,HV,S07,teeth,piers,gate,teeth,teeth,1
C015-HV,HV,S06F,gate,leg,book,gate,gate,1
C015-HV,HV,S0M,skirt,cot,book,book,book,1
C015-HV,HV,S0M,gate,ring,clock,gate,gate,1
C015-HV,HV,S0M,pears,bears,ball,bears,pears,0
C015-HV,HV,S06F,bees,ten,pears,pears,bees,0
C015-HV,HV,S08M,ten,clock,bears,bears,bears,1
C015-HV,HV,S08M,leg,cut,shark,shark,shark,1
C015-HV,HV,S0M,cup,leg,cut,leg,leg,1
C015-HV,HV,S0M,toys,ten,gate,toys,toys,1
C015-HV,HV,S06F,shark,cot,lid,lid,lid,1
C015-HV,HV,S0M,shark,book,hat,hat,hat,1
C015-HV,HV,S0M,cake,road,park,park,park,1
C015-HV,HV,S06F,paws,bees,clock,bees,bees,1
C015-HV,HV,S06F,bears,shark,cake,cake,cake,1
C015-HV,HV,S0M,cake,cup,cot,cup,cot,0
C015-HV,HV,S0M,bees,lid,clock,bees,bees,1
C015-HV,HV,S08M,clock,paws,leg,clock,clock,1
C015-HV,HV,S0M,house,road,clock,house,house,1
C015-HV,HV,S07,foot,bees,gate,gate,gate,1
C015-HV,HV,S06F,bike,skirt,foot,bike,bike,1
C015-HV,HV,S07,book,hat,house,hat,hat,1
C015-HV,HV,S07,park,cup,cut,park,park,1
C015-HV,HV,S08M,piers,gate,coat,piers,coat,0
C015-HV,HV,S07,book,ball,bees,bees,bees,1
C015-HV,HV,S0M,lid,bears,pears,lid,lid,1
C015-HV,HV,S07,ball,cut,toys,toys,toys,1
C015-HV,HV,S08M,shark,hat,leg,hat,hat,1
C015-HV,HV,S06F,cot,teeth,coat,coat,coat,1
C015-HV,HV,S06F,clock,ten,ring,ring,ring,1
C015-HV,HV,S08M,tears,ball,toys,ball,ball,1
C015-HV,HV,S0M,ring,cake,road,cake,cake,1
C015-HV,HV,S0M,paws,tears,cake,paws,paws,1
C015-HV,HV,S07,pears,house,bike,bike,bike,1
C015-HV,HV,S07,boys,ring,tears,tears,tears,1
C015-HV,HV,S06F,coat,food,cot,cot,coat,0
C015-HV,HV,S08M,bike,paws,foot,paws,paws,1
C015-HV,HV,S06F,kite,suit,piers,suit,suit,1
C015-HV,HV,S07,paws,shark,ball,shark,shark,1
C015-HV,HV,S07,lid,coat,cake,cake,cake,1
C015-HV,HV,S07,coat,hat,cut,coat,cut,0
C015-HV,HV,S07,cat,gate,foot,cat,cat,1
C015-HV,HV,S0M,cake,food,cup,food,food,1
C015-HV,HV,S06F,teeth,cut,kite,teeth,teeth,1
C015-HV,HV,S08M,cat,pears,cake,cat,cat,1
C015-HV,HV,S0M,shark,pears,mouse,mouse,mouse,1
C015-HV,HV,S07,toys,paws,shirt,shirt,shirt,1
C015-HV,HV,S08M,cup,road,ring,cup,cup,1
C015-HV,HV,S06F,skirt,cup,ten,skirt,skirt,1
C015-HV,HV,S08M,park,foot,tears,tears,tears,1
C015-HV,HV,S07,hat,road,paws,road,road,1
C015-HV,HV,S06F,piers,food,lid,food,food,1
C015-HV,HV,S07,skirt,paws,toys,skirt,skirt,1
C015-HV,HV,S06F,ball,house,mouse,house,house,1
C015-HV,HV,S06F,road,shark,cat,shark,shark,1
C015-HV,HV,S08M,suit,ten,teeth,teeth,teeth,1
C015-HV,HV,S0M,clock,ten,road,road,road,1
C015-HV,HV,S08M,leg,park,bees,bees,bees,1
C015-HV,HV,S0M,book,ball,shirt,shirt,shirt,1
C015-HV,HV,S06F,shark,leg,gate,leg,leg,1
C015-HV,HV,S06F,shirt,bike,ring,shirt,shirt,1
C015-HV,HV,S08M,clock,kite,cot,cot,clock,0
C015-HV,HV,S06F,ten,hat,skirt,hat,hat,1
C015-HV,HV,S07,cot,cat,bears,cot,cot,1
C015-HV,HV,S07,foot,paws,cake,foot,foot,1
C015-HV,HV,S07,pears,cat,food,food,food,1
C015-HV,HV,S0M,boys,cup,paws,boys,boys,1
C015-HV,HV,S06F,food,tears,cot,tears,tears,1
C015-HV,HV,S08M,bike,shirt,pears,pears,pears,1
C015-HV,HV,S08M,shirt,cut,cup,shirt,shirt,1
C015-HV,HV,S07,pears,suit,ball,pears,pears,1
C015-HV,HV,S0M,shirt,foot,bears,foot,foot,1
C015-HV,HV,S0M,kite,piers,gate,kite,kite,1
C015-HV,HV,S06F,road,cot,tears,road,road,1
C015-HV,HV,S07,lid,clock,bees,lid,lid,1
C015-HV,HV,S0M,paws,toys,skirt,skirt,skirt,1
C015-HV,HV,S08M,lid,boys,food,boys,boys,1
C015-HV,HV,S06F,book,kite,leg,kite,kite,1
C015-HV,HV,S08M,teeth,paws,coat,coat,coat,1
C015-HV,HV,S07,book,teeth,bears,book,book,1
C015-HV,HV,S07,paws,book,leg,leg,leg,1
C015-HV,HV,S08M,lid,park,bike,lid,lid,1
C015-HV,HV,S0M,bike,lid,pears,bike,bike,1
C015-HV,HV,S0M,cot,house,mouse,cot,cot,1
C015-HV,HV,S08M,food,cut,bees,cut,cut,1
C015-HV,HV,S07,shark,suit,skirt,suit,suit,1
C015-HV,HV,S0M,teeth,cot,road,teeth,teeth,1
C015-HV,HV,S0M,bike,bears,ring,ring,ring,1
C015-HV,HV,S0M,cut,piers,shark,cut,cut,1
C015-HV,HV,S08M,foot,boys,mouse,foot,foot,1
C015-HV,HV,S08M,kite,cot,bike,bike,bike,1
C015-HV,HV,S0M,paws,foot,pears,pears,pears,1
C015-HV,HV,S0M,shirt,ball,suit,ball,ball,1
C015-HV,HV,S08M,gate,kite,toys,toys,toys,1
C015-HV,HV,S06F,hat,coat,clock,clock,clock,1
C015-HV,HV,S07,boys,cot,teeth,boys,boys,1
C015-HV,HV,S08M,cat,cot,cake,cake,cake,1
C015-HV,HV,S07,pears,road,ball,ball,ball,1
C015-HV,HV,S06F,foot,boys,cup,foot,foot,1
C015-HV,HV,S07,cup,bees,ring,ring,ring,1
C015-HV,HV,S07,piers,cake,teeth,piers,piers,1
C015-HV,HV,S08M,cut,ring,house,ring,ring,1
C015-HV,HV,S06F,mouse,cut,ten,mouse,mouse,1
C015-HV,HV,S06F,book,cake,park,book,book,1
C015-HV,HV,S07,ten,cake,paws,ten,ten,1
C015-HV,HV,S07,paws,house,leg,house,house,1
C015-HV,HV,S07,cup,tears,lid,cup,cup,1
C015-HV,HV,S08M,ball,cat,book,book,book,1
C015-HV,HV,S06F,paws,toys,cup,paws,paws,1
C015-HV,HV,S07,clock,teeth,piers,clock,clock,1
C015-HV,HV,S0M,cot,tears,coat,coat,cot,0
C015-HV,HV,S08M,ten,mouse,bees,mouse,mouse,1
C015-HV,HV,S08M,road,clock,ball,road,road,1
C015-HV,HV,S08M,food,shirt,cat,food,food,1
C015-HV,HV,S08M,park,food,suit,suit,suit,1
C015-HV,HV,S06F,shark,mouse,piers,piers,piers,1
C015-HV,HV,S06F,park,kite,bees,park,park,1
C015-HV,HV,S06F,bears,shirt,foot,bears,bears,1
C015-HV,HV,S07,mouse,toys,boys,mouse,mouse,1
C015-HV,HV,S08M,book,kite,leg,kite,kite,1
C015-HV,HV,S0M,bears,gate,ten,ten,ten,1
C016-HV,HV,S08M,cat,clock,pears,clock,clock,1
C016-HV,HV,S0M,bears,bike,bees,bees,bees,1
C016-HV,HV,S07,park,cut,mouse,mouse,mouse,1
C016-HV,HV,S0M,foot,leg,skirt,skirt,skirt,1
C016-HV,HV,S0M,lid,kite,food,lid,lid,1
C016-HV,HV,S08M,boys,lid,shark,boys,boys,1
C016-HV,HV,S07,bees,bears,house,house,house,1
C016-HV,HV,S0M,pears,suit,skirt,suit,suit,1
C016-HV,HV,S08M,foot,shark,ball,foot,shark,0
C016-HV,HV,S0M,hat,mouse,skirt,mouse,skirt,0
C016-HV,HV,S07,road,kite,cat,kite,cat,0
C016-HV,HV,S07,piers,kite,clock,piers,piers,1
C016-HV,HV,S08M,bike,toys,park,park,park,1
C016-HV,HV,S06F,bears,mouse,shark,shark,shark,1
C016-HV,HV,S06F,book,skirt,cot,skirt,cot,0
C016-HV,HV,S0M,road,foot,teeth,foot,road,0
C016-HV,HV,S06F,bike,coat,park,bike,coat,0
C016-HV,HV,S08M,bears,mouse,bike,bike,bike,1
C016-HV,HV,S07,bears,park,cot,bears,bears,1
C016-HV,HV,S08M,road,bees,bears,bears,bees,0
C016-HV,HV,S08M,suit,cot,skirt,cot,cot,1
C016-HV,HV,S07,cut,tears,park,park,cut,0
C016-HV,HV,S08M,kite,bees,house,bees,bees,1
C016-HV,HV,S07,lid,park,gate,gate,park,0
C016-HV,HV,S07,pears,cake,lid,pears,pears,1
C016-HV,HV,S08M,shark,house,mouse,shark,mouse,0
C016-HV,HV,S06F,cake,gate,cot,gate,gate,1
C016-HV,HV,S08M,cat,paws,shark,paws,paws,1
C016-HV,HV,S08M,bike,shark,toys,toys,toys,1
C016-HV,HV,S08M,skirt,lid,hat,skirt,lid,0
C016-HV,HV,S07,park,teeth,cut,cut,cut,1
C016-HV,HV,S0M,road,foot,cup,cup,cup,1
C016-HV,HV,S08M,ball,cut,skirt,ball,ball,1
C016-HV,HV,S0M,shirt,suit,piers,shirt,shirt,1
C016-HV,HV,S08M,piers,cut,coat,cut,cut,1
C016-HV,HV,S06F,kite,coat,park,park,park,1
C016-HV,HV,S06F,boys,cut,food,cut,cut,1
C016-HV,HV,S06F,park,teeth,skirt,teeth,teeth,1
C016-HV,HV,S07,cup,paws,bike,paws,paws,1
C016-HV,HV,S06F,foot,hat,cup,hat,hat,1
C016-HV,HV,S08M,cat,ball,toys,cat,cat,1
C016-HV,HV,S06F,ring,cake,cat,ring,ring,1
C016-HV,HV,S06F,cup,paws,road,road,road,1
C016-HV,HV,S06F,park,toys,coat,coat,coat,1
C016-HV,HV,S06F,mouse,pears,tears,mouse,mouse,1
C016-HV,HV,S0M,bears,shark,kite,shark,shark,1
C016-HV,HV,S06F,suit,cat,ball,suit,suit,1
C016-HV,HV,S07,hat,mouse,kite,hat,hat,1
C016-HV,HV,S06F,food,shirt,lid,shirt,shirt,1
C016-HV,HV,S07,pears,foot,suit,foot,pears,0
C016-HV,HV,S0M,cat,boys,ten,cat,cat,1
C016-HV,HV,S08M,food,cake,lid,food,food,1
C016-HV,HV,S07,ring,leg,suit,ring,leg,0
C016-HV,HV,S06F,foot,pears,ring,foot,pears,0
C016-HV,HV,S06F,bees,kite,book,book,book,1
C016-HV,HV,S07,bears,cot,piers,cot,cot,1
C016-HV,HV,S0M,skirt,ten,cup,ten,ten,1
C016-HV,HV,S08M,shark,ring,teeth,teeth,teeth,1
C016-HV,HV,S0M,bears,tears,cut,tears,tears,1
C016-HV,HV,S07,bike,foot,ring,bike,bike,1
C016-HV,HV,S06F,coat,suit,pears,pears,pears,1
C016-HV,HV,S0M,gate,tears,cake,gate,cake,0
C016-HV,HV,S06F,boys,teeth,kite,kite,kite,1
C016-HV,HV,S08M,bears,mouse,gate,mouse,mouse,1
C016-HV,HV,S08M,book,shirt,hat,hat,hat,1
C016-HV,HV,S08M,leg,bike,ten,leg,leg,1
C016-HV,HV,S07,bike,coat,cup,cup,cup,1
C016-HV,HV,S0M,bike,coat,cat,bike,coat,0
C016-HV,HV,S08M,kite,house,gate,house,house,1
C016-HV,HV,S0M,suit,toys,gate,toys,toys,1
C016-HV,HV,S08M,park,cup,ring,ring,ring,1
C016-HV,HV,S0M,paws,park,kite,park,park,1
C016-HV,HV,S07,paws,book,coat,coat,coat,1
C016-HV,HV,S07,cat,park,foot,cat,cat,1
C016-HV,HV,S07,book,boys,foot,boys,boys,1
C016-HV,HV,S07,kite,park,lid,lid,lid,1
C016-HV,HV,S07,food,skirt,clock,skirt,skirt,1
C016-HV,HV,S08M,cake,mouse,park,cake,cake,1
C016-HV,HV,S08M,piers,bees,suit,piers,bees,0
C016-HV,HV,S06F,bees,clock,tears,tears,tears,1
C016-HV,HV,S08M,tears,park,food,tears,tears,1
C016-HV,HV,S06F,bees,tears,toys,toys,toys,1
C016-HV,HV,S06F,bears,skirt,pears,bears,pears,0
C016-HV,HV,S07,road,toys,tears,road,road,1
C016-HV,HV,S07,suit,leg,coat,suit,coat,0
C016-HV,HV,S08M,boys,cake,cup,cup,cup,1
C016-HV,HV,S0M,road,kite,bike,road,bike,0
C016-HV,HV,S06F,ball,skirt,bike,ball,ball,1
C016-HV,HV,S0M,tears,cake,paws,paws,paws,1
C016-HV,HV,S0M,ball,park,skirt,ball,ball,1
C016-HV,HV,S07,food,cake,ring,cake,cake,1
C016-HV,HV,S07,book,shark,paws,book,book,1
C016-HV,HV,S06F,cake,leg,suit,leg,leg,1
C016-HV,HV,S07,teeth,ring,toys,toys,toys,1
C016-HV,HV,S0M,ten,suit,clock,clock,clock,1
C016-HV,HV,S08M,coat,skirt,cake,coat,coat,1
C016-HV,HV,S07,cot,house,bees,bees,bees,1
C016-HV,HV,S07,bears,road,leg,leg,leg,1
C016-HV,HV,S07,food,bees,toys,food,food,1
C016-HV,HV,S0M,cake,book,house,cake,cake,1
C016-HV,HV,S06F,food,cake,lid,cake,cake,1
C016-HV,HV,S07,shark,cot,paws,shark,shark,1
C016-HV,HV,S0M,foot,clock,coat,coat,coat,1
C016-HV,HV,S0M,cot,bears,road,cot,road,0
C016-HV,HV,S06F,teeth,boys,suit,boys,boys,1
C016-HV,HV,S0M,cup,paws,ring,ring,ring,1
C016-HV,HV,S0M,piers,cat,bike,piers,piers,1
C016-HV,HV,S06F,coat,piers,pears,piers,pears,0
C016-HV,HV,S08M,gate,ring,bees,gate,gate,1
C016-HV,HV,S06F,bees,lid,teeth,lid,lid,1
C016-HV,HV,S06F,cot,cut,cake,cot,cut,0
C016-HV,HV,S08M,toys,shark,shirt,shirt,shirt,1
C016-HV,HV,S0M,boys,piers,teeth,teeth,teeth,1
C016-HV,HV,S0M,house,hat,bees,hat,hat,1
C016-HV,HV,S06F,ball,bike,house,house,house,1
C016-HV,HV,S08M,foot,pears,cup,pears,pears,1
C016-HV,HV,S0M,hat,house,cut,cut,cut,1
C016-HV,HV,S06F,shirt,ten,tears,ten,ten,1
C016-HV,HV,S07,tears,cake,gate,tears,tears,1
C016-HV,HV,S0M,suit,ten,bears,bears,bears,1
C016-HV,HV,S07,ball,shark,bears,ball,ball,1
C016-HV,HV,S06F,bears,paws,boys,paws,bears,0
C016-HV,HV,S0M,hat,piers,book,book,book,1
C016-HV,HV,S07,ten,house,clock,ten,ten,1
C016-HV,HV,S08M,kite,lid,ball,lid,lid,1
C016-HV,HV,S0M,shirt,ten,house,house,house,1
C016-HV,HV,S06F,ten,paws,clock,clock,clock,1
C016-HV,HV,S08M,bike,ten,gate,ten,ten,1
C016-HV,HV,S06F,cup,paws,ten,cup,cup,1
C016-HV,HV,S07,boys,hat,teeth,teeth,teeth,1
C016-HV,HV,S08M,cut,kite,road,kite,kite,1
C016-HV,HV,S0M,leg,cot,cup,leg,leg,1
C016-HV,HV,S08M,skirt,road,foot,road,foot,0
C016-HV,HV,S0M,cup,cat,kite,kite,kite,1
C016-HV,HV,S0M,hat,cat,pears,pears,pears,1
C016-HV,HV,S06F,cup,bees,food,bees,bees,1
C016-HV,HV,S08M,suit,coat,cake,suit,suit,1
C016-HV,HV,S08M,mouse,book,hat,book,book,1
C016-HV,HV,S0M,boys,park,skirt,boys,boys,1
C016-HV,HV,S0M,food,cat,pears,food,food,1
C016-HV,HV,S07,coat,food,clock,clock,clock,1
C016-HV,HV,S07,foot,food,shirt,shirt,shirt,1
C016-HV,HV,S06F,coat,food,kite,food,food,1
C016-HV,HV,S06F,cut,cat,pears,cat,cat,1
C017-HV,HV,S0M,kite,teeth,mouse,kite,kite,1
C017-HV,HV,S07,leg,clock,skirt,clock,clock,1
C017-HV,HV,S07,bees,foot,ten,ten,ten,1
C017-HV,HV,S07,boys,lid,kite,kite,kite,1
C017-HV,HV,S07,paws,book,leg,leg,leg,1
C017-HV,HV,S07,cake,boys,bike,bike,bike,1
C017-HV,HV,S0M,food,house,lid,food,food,1
C017-HV,HV,S06F,hat,cut,boys,hat,hat,1
C017-HV,HV,S07,shirt,bears,ten,bears,bears,1
C017-HV,HV,S06F,mouse,bears,cup,cup,cup,1
C017-HV,HV,S07,bears,cot,skirt,cot,cot,1
C017-HV,HV,S06F,paws,boys,cat,paws,paws,1
C017-HV,HV,S06F,food,boys,skirt,skirt,skirt,1
C017-HV,HV,S06F,lid,shark,book,book,book,1
C017-HV,HV,S06F,shark,tears,house,tears,tears,1
C017-HV,HV,S0M,house,shirt,piers,shirt,shirt,1
C017-HV,HV,S08M,boys,leg,bees,leg,bees,0
C017-HV,HV,S0M,bike,house,cut,cut,cut,1
C017-HV,HV,S07,cup,boys,skirt,skirt,skirt,1
C017-HV,HV,S0M,gate,ring,book,gate,gate,1
C017-HV,HV,S06F,teeth,bees,foot,bees,bees,1
C017-HV,HV,S0M,cot,tears,road,road,road,1
C017-HV,HV,S07,mouse,ring,piers,piers,ring,0
C017-HV,HV,S07,foot,boys,food,foot,foot,1
C017-HV,HV,S06F,gate,lid,shirt,shirt,shirt,1
C017-HV,HV,S06F,cot,mouse,bears,mouse,mouse,1
C017-HV,HV,S08M,bears,cat,shark,cat,cat,1
C017-HV,HV,S0M,hat,bees,clock,hat,hat,1
C017-HV,HV,S08M,lid,road,tears,lid,lid,1
C017-HV,HV,S07,pears,shark,food,pears,pears,1
C017-HV,HV,S06F,toys,bike,ten,ten,ten,1
C017-HV,HV,S08M,shark,boys,food,food,food,1
C017-HV,HV,S0M,suit,pears,mouse,mouse,mouse,1
C017-HV,HV,S06F,pears,cup,lid,lid,lid,1
C017-HV,HV,S07,gate,bike,toys,gate,gate,1
C017-HV,HV,S08M,lid,cot,book,book,book,1
C017-HV,HV,S08M,boys,skirt,toys,skirt,skirt,1
